item_id,title,description,url,brand,seller_name,image_url,availability,price,sale_price,is_ads_eligible
124168,בוסטר רצועות 2ב1 דגם Chase Plus,"בוסטר בשילוב רצועות מבית Evenflo הינו מוצר 2ב1 המוצר מתאים למשקלים 9.9-54.4 ק""ג מתאים לילדים בגבהים 71.12-144.78 ס""מ ניתן להושבה עם כיוון הנסיעה בלבד. מוצר 2ב1 משמש כבוסטר עם רצועות וללא רצועות משענת הראש בטכנולוגיית RightFit - על מנת לעביר בצורה הטובה ביותר את רצועת הבטיחות להגנה הטובה ביותר על הילד. ניתן לשימוש כבוסטר גב לילדים במשקל 18.14-54.4 ק""ג ניתו לשימוש כבוסטר גב לילדים בגובה 110-144.78 ס""מ בעל 5 נקודות עיגון לבטיחות מקסימאלית רצועות הבטיחות מאושרות לשימוש עד למשקל 18 ק""ג. 2 מחזיקי כוס בעל הגנות צד מידות : 47X66X40.64 ס""מ רוחב 47 ס""מ משקל המוצר 4.3 ק""ג תוקף 6 שנים מייצור",https://www.babystav.co.il/בוסטר-רצועות-2ב1-דגם-chase-plus,אוונפלו | Evenflo,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Egst/Evenflo/Chase%20Plus/Huron%20Black.png,out_of_stock,449.00 ILS,,true
124188,אלקטרוניקה לילדים ערכה לבניית משחק טלויזיה כולל 12 משחקים דגם Arcade,"ערכה לילדים לבניית משחק ארקייד מבית BUKI השתמש במברג המצורף כדי להרכיב את הבקר, לבנות את הארון ולחבר את הרכיבים: מסך, רמקול וספק כוח. עצבו אישית את קופסת הארקייד עם מדבקות. מכיל 12 משחקים בהשראת קלאסיקות הארקייד הגדולות: פאזל, נחש, פריצה, ירי… לא מתאים לילדים מתחת לגיל 3 – מכיל חלקים קטנים וקצוות חלקים חדים. מופעל ע""י 2 סוללות AA (לא כלולות) מתאים לילדים מגיל 8 שנים ומעלה מידות במצב מורכב 12 על 7 על 7 ס""מ",https://www.babystav.co.il/אלקטרוניקה-לילדים-ערכה-לבניית-משחק-טלויזיה-כולל-12-משחקים-דגם-arcade,בוקי | Buki,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Marmellada/Buki/cc364e605b8981fc140ac17a9e6c558a.jpg,in_stock,131.00 ILS,,true
124190,כסא בטיחות משולב בוסטר מפואר במיוחד דגם i-Plenti Signature,"כסא בטיחות חדשני מבית ג'ואי בריטניה חברת ג'ואי מגדירה מושב זה כמושב מנהלים / כורסה בעל תקינה i-Size / R129 המחמירה במיוחד המושב עבר מבחני ריסוק מפגיעות חזיתיות / אחוריות / צד / התהפכות מתאים מגיל 15 חודשים ועד 12 שנים בעל הגנות צד משופרות המושב מתחבר באמצעות Isofix קשיח ישירות לשלדת הרכב סיכוי אפסי לטעות התקנה. בעל מערכת Extra side impact protection - המאפשרת הגנות היקפיות ייחודיות של ג'ואי בעל מערכת Tri-Protect - המגינה בצורה מיטבית על גוף הילד בעל מזרון זיכרון עם 3 שכבות הגנה בעל שלדת מתכת מחוזקת. המושב נוח במיוחד לילד 3 מצבי שכיבה / ישיבה הניתנים לשינוי ללא צורך בעגינה (קשירה) חדש של המושב. גובה הרצועות הפנימיות מתאים את עצמו אוטומטית לגובה ראש הילד לעגינה נכונה. שכבה פנימית הניתנת להסרה בהתאם לגודל הילד. בעל אוורור צד המאפשר זרימת אוויר והתאמה לכל עונות השנה. איכות בדים ברמת Deluxe תאימות: רצעות פנימיות תאימות לגבהים 76-105 ס""מ תאימות למשקל עד 19.5 ק""ג חובה לחבר ""טופ תדר"" במצב זה שימוש ברצועות הרכב תאימות לגבהים 100-150 ס""מ גילאים 3.5-12 שנים איזופקיס נשאר מחובר מפרט משקל המוצר 13 ק""ג (ללא מקטין) מתאים לגבהים 76-150 ס""מ תקן ECE R129/03 and I-Size certification מידות: l 53-58 x w 47-58 x h 63-80 cm ללא חומרים רעילים",https://www.babystav.co.il/כסא-בטיחות-משולב-בוסטר-מפואר-במיוחד-דגם-i-plenti-signature,החנות של Joie,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Joie/i-Plenti/1.jpg,out_of_stock,999.00 ILS,799.00 ILS,true
124191,כסא בטיחות בתקן שוודי עד 22.5 קג דגם i-Prodigi Signature,"כסא בטיחות הבטוח ביותר בעולם מבית ג'ואי מתאים מגיל לידה ועד 22.5 ק""ג. (גיל 7 לערך) - 125 ס""מ מתאים לילדים בגבהים 40-125 ס""מ בעל האישור המחמיר השוודי The Plus Test!!! האישור המחמיר ביותר בעולם! עומד באישור האירופאי I-Size המחמיר / UN R129/02 עבר מבחני ריסוק נגד פגיעות חזיתיות, אחוריות, צד, התהתפכות + מבחנים מחמירים של התקן השוודי מאפשר לשבת נגד כיוון הנסיעה בלבד. התקנה קלה תוך פחות מדקה סיכוי אפסי להתקנה שגוייה משענת הראש הינה בעלת 8 גבהים שונים להתאמה מושלמת לראש הילד גובה הרצועות מותאם אוטומטית לפי גובה משענת הראש למניעת טעויות אנוש. ההגנה על הצוואר משתנה בהתאם לגודל הילד כולל מקטין מיוחד המתאים לתינוקות קטינים (פגים) אקסטרה מקום לרגליים על מנת לאפשר לילדים גדולים לשבת נגד הכיוון. כולל 5 נקודות עגינה לבטיחות מקסימאלית. 8 מצבי שכיבה / ישיבה בקלות ניתן לשנות את זוויות השכיבה / ישיבה תוך כדי נסיעה ללא צורך בחיבור מחדש של מושב הבטיחות חגירה באמצעות משיכה אחת קלה ופשוטה של רצועות הבטיחות תופסני מגנט לרצועות הבטיחות להוצאה והכנסה קלה של הילד. 3 שכבות הגנה הכוללים את מערכת Tri-Protect ומזרון ויסקו (זיכרון) לבטיחות ונוחות מקסימאלית. כולל מערכת Guard Surround Safety - להגנה נוספת מפני פגיעות צד המאפשרים שקט נפשי כולל מוט אנטי ריבאונד מתכוונן להתאמה לכל רכב בצורה מושלמת רצועות הבטיחות הם לכל תוקף השימוש עד 25 ק""ג משקל המוצר 9.6 ק""ג מידות במצב שכיבה מלא:l 75.5-78.4 x w 44 x h 54.7-67.1 cm מידות במצב ישיבה מלא : l 71.2 x w 51.3 x h 67.7-81.3 cm מיועד להורים מחמירים במיוחד!!!",https://www.babystav.co.il/כסא-בטיחות-בתקן-שוודי-עד-22-5-קג-דגם-i-prodigi-signature,החנות של Joie,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/joie/car-seats-0-25kg-joie-carbon-joie-i-prodigi-car-seat-40-125cm-carbon-127198-68516.jpg,out_of_stock,3542.00 ILS,,true
124193,תלת אופן עם מושב מסתובב במהדורה מיוחדת דגם Nova by Minene,"תלת אופן החדשני, בעל קיפול אולטרא קומפקטי דגם נובה פלוס בשיתוף פעולה בין Qplay בעיצוב מיננה מוציאים מתא המטען, שתי משיכות קלות והתלת אופן נובה פלוס מוכן לנסיעה. לתלת אופן מושב דו-כיווני כך שניתן להסיע את הפעוט עם הפנים לכיוון ההורה או עם הפנים לכיוון הנסיעה מתאים מגיל 10 חודשים ועד 36 חודשים, גגון גדול, בדי מלאנג’ מרהיבים, שלדת אלומיניום חזקה וקלילה, גלגלי גומי רכים (ללא תקרים), תיק אחורי לחפצים, פאוצ’ הורה ועוד.. דגם נובה פלוס המפואר כולל תומך רגליים ניתק לפעוט תלת אופן רב שלבי: שלב ראשון – מגיל 10 חודשים / שנה ועד גיל שנה וחצי – מדרך רגלים מגן על רגלי הפעוט, שליטה מלאה ע""י ההורה, כיסא לכיוון ההורה או עם הפנים קדימה שלב שני – מגיל שנה וחצי עד גיל שנתיים וחצי – ההורים מעבירים את השליטה והכיוון לפעוט, מתפתח שיווי משקל וביטחון עצמי שלב שלישי – הופך לתלת אופן עצמאי, הפעוט לומד להפעיל את הדוושות, ידית ההורה מתפרקת מתקפל – באמצעות מספר פעולות פשוטות ניתן לקפל את תלת האופן ולהכניסו לתא המטען של המכונית או לאכסנה, התלת אופן נשאר לעמוד לאחר הקיפול גגון עם הגנת UV נגד קרינה מושב תינוק דו-כיווני מושב עם גב גבוה עם ריפוד מושב ומערכת חגירה עם 5 נקודות אחיזה ידית אחיזה נוחה לאחר הקיפול מעקה בטיחות נפתח / נסגר בקלות להגנה על הפעוט גלגלי גומי רכים (בולמי זעזועים) לנסיעה חלקה ונעימה גם על גבי משטחים לא חלקים, אחיזה מעולה, ללא פנצ’רים! בלם אחורי לשני הגלגלים דגם הנובה פלוס כולל פאוצ’ הורה ושק צעצועים גלגל קדמי בעל אפשרות חיבור / ניתוק של הדוושות מדרך רגלים מתקפל פדלים בעלי ציפוי גומי לאחיזה מצויינת",https://www.babystav.co.il/תלת-אופן-עם-מושב-מסתובב-במהדורה-מיוחדת-דגם-nova-by-minene,קיופליי | Qplay,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Meinene/Nova/tal-zelicovitch-9.jpg,out_of_stock,799.00 ILS,,true
124197,שער לחץ בטיחותי לפתחים 75-82 סמ דגם Easy Fit,"שער לחץ בטיחות מבית במבינו. שער לחץ בטיחותי המאפשר התקנה בקלות בין קישור ומעקות. אין צורך בקדיחה. מתאים לילדים מגיל לידה ועד שנתיים. נפתח ל 2 הצדדים. מידות בסיס 75-82 ס""מ.",https://www.babystav.co.il/איזי-פיט--שער-לחץ-בטיחותי-לפתחים-75-82-סמ-דגם-easy-fit,במבינו | Bambino,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%90%D7%99%D7%A0%D7%A4%D7%A0%D7%98%D7%99/%D7%A9%D7%A2%D7%A8/1.jpg,in_stock,199.00 ILS,,true
124199,כסא אוכל רב שלבי כולל בייבי סט ומגש דגם Bebe 4Life,"כיסא לתינוק רב שלבי מבית שניר בבה כיסא האוכל שגדל יחד עם התינוק, בעל עיצוב אלגנטי המשתלב בצורה מושלמת עם עיצוב הבית. מתאים מגיל חצי שנה עד בגרות מנגנון התאמה לשינוי גבהים בקלות ובמהירות כוונון עדין ומדוייק של גובה המושב מגש נשלף הכסא עשוי פלסטיק יצוק וחזק הניתן לשטיפה בצינור ושומר על טיב מוצר לאורך שנים. ניתן להשתמש בכיסא גם במצב גבוה וגם במצב נמוך . ערכת בייבי ניתנת לפירוק והרכבה בקלות מגש איחסון תחתון בעל 10 מצבי גובה להתאמה מושלמת לשולחנות בגבהים שונים",https://www.babystav.co.il/כסא-אוכל-דגם-רב-שלבי-,שניר בבה | Snir Bebe,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/%D7%A9%D7%A0%D7%99%D7%A8/%D7%9B%D7%A1%D7%90%20%D7%90%D7%95%D7%9B%D7%9C/%D7%9E%D7%A4%D7%A8%D7%98.jpg,in_stock,399.00 ILS,299.00 ILS,true
124200,כסא אוכל לתינוק מתכוונן 2ב1 דגם Mimzy Recline,"כסא אוכל חדשני מבית ג'ואי כסא אוכל 2ב1 מתאים מגיל לידה ועד למשקל 15 ק""ג הכסא גדל על ילדכם להתאמה מלאה לילדים בגדלים שונים. קיפול קטן וקומפקטי קל לניקוי / פירוק והחסנה בעל 5 מצבי שכיבה / ישיבה 7 מצבי גובה שונים להתאמה למגוון רחב מאוד של שולחנות אוכל. 3 גבהים למדרך הרגליים לנוחיות מקסימאלית לילדכם. המשב בתכוונן עם 3 מרחקים שונים להתאמה לילדים בגדלים שונים. בעל 5 נקודות עגינה לבטיחות מקסימאלית בזמן הארוחה בעל מסגרת דקה על מנת לאפשר לילד להתקרב להורים בצורה אופטימאלית בעל 2 גלגלים גדולים להעברה נוחה תכונות המדגש: המגש ניתן לשחרר בלחיצה אחת בעל מגש כפול (בשר / חלב) ניתן לאחסן את המגש בחלקו האחורי של הכסא תכונות הריפוד: ריפוד ניתן לכביסה - כולל המקטין לתינוק מלידה. עשוי מחומר קל לניקוי מפרט משקל 10.95 ק""ג מידות במצב פתוח: l 78 x w 57 x h 104 cm מידות במצב סגור: l 31.3 x w 51 x h 120 cm",https://www.babystav.co.il/כסא-אוכל-לתינוק-מתכוונן-2ב1-דגם-mimzy-recline,החנות של Joie,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Joie/Mimzy%20Recline/hazelnut.png,in_stock,649.00 ILS,499.00 ILS,true
124213,טיולון בעל קיפול אוטומטי דגם Goody,"הכירו את עגלת צ'יקו החדשה בעלת הקיפול העצמי! מנגנון קיפול יוצא דופן וחדשני לסגירה בקלות בתנועה אחת יחידה. מושב רחב, קלות השימוש ומאפייני פרימיום יוצרים את התמהיל המושלם המרצה ומספק את ההורים והפעוטות יחדיו, בכל סיטואציה. קיפול אוטומטי רק תנועה אחת והעגלה מקפלת את עצמה. כשהיא במצב מקופל היא קומפקטית ועומדת לבדה. מגיל לידה עד 15 ק""ג משענת הגב בעלת מצב שכיבה מלא המאפשרת שימוש מגיל לידה ועד משקל של 15 ק""ג גימורים מעוצבים צינורות אנודייז, ידית ומוט הפגוש עשויים מעור אקולוגי ותפירת פרימיום בעיצוב מיוחד ועכשווי מושב רחב ונוח, עם ריפוד ברצועות הכתפיים והמפשעה גגון בעל קטע נסתר הניתן להרחבה נוספת גלגלי פוליקרבונט שקופים חדשניים למראה אופנתי ויכולת תמרון גבוהה. בולמי זעזועים בכל הגלגלים עגלה במצב פתוח: 46.5 (ר) 105 (ג) 79 (ע) ס""מ עגלה במצב סגור: 46.5 (ר) 56 (ג) 25 (ע) ס""מ משקל 6.9 ק""ג",https://www.babystav.co.il/טיולון-בעל-קיפול-אוטומטי-דגם-goody,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A6%D7%99%D7%A7%D7%95/%D7%98%D7%99%D7%95%D7%9C%D7%95%D7%A0%D7%99%D7%9D/Goody/Graphite.jpg,in_stock,912.00 ILS,,true
124217,עריסה מתנדנדת ונצמדת למיטה דגם Austin,"עריסה נצמדת ומאובטחת למיטת ההורים, כך ניתן לטפל בקלות בתינוקכם במהלך הלילה מבלי לקום מהמיטה, בנוסף העריסה נוחה במיוחד עבור אמהות מניקות במהלך הלילה. ניתן להשתמש במוצר במצב עריסה רגילה, כאשר הדופן הנפתחת במצב סגור. העריסה מספקת את נוחות השינה והשכיבה הטובה ביותר כבר מהיום הראשון. עריסה נצמדת זו תוכננה לשימוש רק עבור מיטות מבוגרים שבהן גובה המזרן מהרצפה הוא בין 47 ס”מ ועד 60 ס”מ. מיטת הורים המתאימה לחיבור העריסה היא - מזרן, גב מיטה ובסיס מזרן מיושרים. העריסה בעלת 6 מצבי גובה להתאמה מדויקת של הגובה הרצוי קיימת אופציה להטות את משטח השכיבה לזווית ובכך להקל בתופעות גודש וריפלוקס (יש לשים לב שהרווח המקסימלי בין השלבים הוא עד 2 שלבים בלבד!) העריסה כוללת רצועות הידוק למיטת ההורים כוללת 2 רגלי תמיכה עם גלגלים ו- 2 רגלי תמיכה נגד החלקה רגלי העריסה מתכווננות לאורך הרצוי בהתאם למיטת ההורים העריסה בעלת 2 מצבים: מצב נדנוד מצב סטטי כוללת חלונות רשת המאפשרים צפייה בתינוק וזרימת אוויר טובה ורציפה ניתנת להרכבה ופירוק בקלות רבה מאד כוללת סל אחסון רחב לנוחות מירבית 73 (רוחב מקסימלי) 53 (רוחב מינימלי) 87 (גובה מקסימלי) 72 (גובה מינימלי) 95 (עומק) ס""מ משקל 9 ק""ג",https://www.babystav.co.il/עריסה-מתנדנדת-ונצמדת-למיטה-דגם-austin,טוויגי | Twigy,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/Twigy/Austin/Ash.jpg,in_stock,608.00 ILS,449.00 ILS,true
124224,כורסת הנקה נדנדה מבד בוקלה כולל הדום דגם ראטן,"כורסת הנקה נדנדה ראטן מעוצבת הכוללת הדום מתנדנד הכורסה מכניסה לנו קצת טבע לחדר התינוק. ריפוד בד קטיפתי דוחה כתמים נוחה במיוחד ריפוד בד קטיפתי הדום מפנק להנחת הרגליים המושב עשוי מכרית ספוג איכותי ואלסטי בעל צפיפות גבוהה תפירות חזקות במיוחד לשימוש לטווח ארוך גוף הכורסא עשוי עץ מלא חזק ועמיד לשנים ריפוד בד קטיפה איכותי מאוד, רחיץ, נעים מאוד למגע מידות: רוחב: 80 ס''מ | עומק: 75 ס''מ | גובה: 90 ס''מ | גובה ישיבה: 50 ס''מ | עומק ישיבה: 50 ס''מ משלוח משלוח – יתבצע ע""י מוביל מטעם החברה (רהיטי שניר), העלות כוללת הובלה לבית הלקוח והרכבה לפי המחירון הבא: 150 ש""ח כורסת הנקה ללא הרכב\ 200 ש""ח כולל הרכבה גבולות האספקה: גבולות דרומיים - באר שבע, וסביבתה עד מרחק של 15 ק""מ דרום מזרחית לעיר. ישבי הבשור, עד רעים ואורים תוספת 100 שקלים: כביש 25 עד דימונה, כביש 40 עד חוות משאש, כביש 31 עד כסיפה. ישובי הבשור עד גוש מבטחים + צאלים גבולות מזרחיים דרומית לירושלים- כביש 60 גוש עציון וצפונית לו, ללא ישובים מרוחקים מהכביש מזרחית לירושלים- עד מעלה אדומים צפונית לירושלים- עד כביש 443 תוספת 100 שקלים: ישובים מרוחקים יותר (מצריך אישור ותאום טלפוני) שומרון - מערבית לכביש 465, כביש 5 מערבית לאריאל, כביש 55 מערבית לקרני שומרון תוספת 100 שקלים: כביש 60 + איזור כביש 5 בין עלי ליצהר צפון דרומית לכביש 85 תוספת 100 שקלים גליל עליון ורמת הגולן (מצריך אישור ותאום טלפוני) דמי המשלוח ישולמו ישירות למוביל",https://www.babystav.co.il/כורסת-הנקה-נדנדה-כולל-הדום-דגם-ראטן,שניר בבה | Snir Bebe,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A9%D7%A0%D7%99%D7%A8%20%D7%91%D7%91%D7%94/%D7%9B%D7%95%D7%A8%D7%A1%D7%AA%20%D7%94%D7%A0%D7%A7%D7%94/%D7%A8%D7%90%D7%98%D7%9F/Cream.jpg,in_stock,1309.00 ILS,,true
124225,עגלת תאומים דגם Ohlala Twin,"עגלת התאומים של צ'יקו קלה וקומפקטית במיוחד בעיצוב מודרני ומושך את העין, מבטיחה להורים ולתינוקות את אותה נוחות וחכמה של עגלת OHlalà2, אך לשניים! מתאימה מלידה ועד 15 ק""ג לכל מושב העגלה קלה לנשיאה, נוחה לתמרון, יציבה ומאפשרת נסיעה קלה ובטוחה. העגלה קלה במיוחד - משקלה הוא 8 ק""ג בלבד וניתן לשאת אותה בנוחות קומפקטית במיוחד, קלה לקיפול - העגלה מתקפלת בקלות ביד אחת בזכות מנגנון הקיפול בידית האחיזה. היא אינה תופסת מקום רב, ועומדת בכוחות עצמה לאחר הקיפול מקסימום נוחות - המושבים מתכווננים למצבי שכיבה שונים, ביניהם מצב שכיבה מלאה. מנח הרגליים מתכוונן גם הוא ובכך מאפשר לכל ילד להנות מזמן מנוחה נפלא. תמרון מושלם - ידית העגלה נוחה לתמרון ומאפשרת נסיעה קלה וזריזה, אפילו ביד אחת אקסטרה הגנה - גגון העגלה עם מקדם הגנה +50 UV/UPF כולל תוספת הגנה מהשמש הניתנת להרחבה, בעזרת פתיחת הרוכסן. בכך מבטיחה העגלה את הכיסוי הנכון בכל תנאי מזג האוויר הגלגלים הקדמיים של העגלה מסתובבים ומאפשרים תמרון נוח (ניתן לנעול את הגלגלים) העגלה כוללת מערכת רצועות בטיחות בעלת 5 נקודות חגירה המעניקה בטחון מירבי עבור ילדך העגלה כוללת תוספות שהופכות אותה לנוחה במיוחד: 2 פגושים קדמיים (ניתן לפתוח את הפגוש רק בצד אחד של המושב על מנת להקל על הושבת / הוצאת הילד מהעגלה) סל אחסון גדול ורחב רצועות כתפיים מרופדות כיסוי גשם מידות: במצב פתוח: 78 (ר) 100 (ג) 88 (ע) ס""מ | מידות במצב מקופל: 78 (ר) 75 (ג) 30 (ע) ס""מ משקל המוצר :8 ק""ג",https://www.babystav.co.il/עגלת-תאומים-דגם-ohlala-twin,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A6%D7%99%D7%A7%D7%95/%D7%AA%D7%90%D7%95%D7%9E%D7%99%D7%9D/Ohlala/7927941.jpg,in_stock,1599.00 ILS,1274.00 ILS,true
124233,ערכת ארכיאולוגיה בצורת גולגולת טריצרטופס דגם Dino Skull Triceratops,"כשחופרים מגלים דברים נפלאים – וכאן יוכלו הילדים לגלות גולגולת של דינוזאור טריצרטופס שהילך פעם על פני האדמה. תנו לילדים הנלהבים לחפור בערכה המצורפת עם הכלים שסופקו : אזמל,פטיש ומברשת. תוך כדי חפירה תתגלה גולגולת מפוארת של דינוזאור טריצרטופס הילדים הגאים יוכלו להציגה בגאווה על הבסיס הכלול – ממש כמו במוזיאון ! הערכה כוללת – מגש לחפירה נקייה,איזמל,פטיש,מברשת, שני דגמים של גולגולות : טירנוזאורוס וטריצרפוטס. כולל חוברת מאוירת מפורטת. זהירות ! סכנת בליעה ! מכיל חלקים קטנים. לא מיועד לילדים מתחת לגיל 3. לשימוש תחת השגחת מבוגר – קצוות חדים. מתאים לילדים מעל גיל 8 . מידות האריזה בס""מ: 15.7*11.4*21",https://www.babystav.co.il/ערכת-ארכיאולוגיה-בצורת-גולגולת-טריצרטופס-דגם-dino-skull-triceratops,בוקי | Buki,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Marmellada/Buki/Dino%20Skull/Cat_486340_9263%20(1).jpg,in_stock,100.00 ILS,,true
124234,ערכת ארכיאולוגיה בצורת גולגולת טי-רקס דגם Dino Skull Tyrannosaurus,"כשחופרים מגלים דברים נפלאים – וכאן יוכלו הילדים לגלות גולגולת של דינוזאור טריצרטופס שהילך פעם על פני האדמה. תנו לילדים הנלהבים לחפור בערכה המצורפת עם הכלים שסופקו : אזמל,פטיש ומברשת. תוך כדי חפירה תתגלה גולגולת מפוארת של דינוזאור טי-רקס הילדים הגאים יוכלו להציגה בגאווה על הבסיס הכלול – ממש כמו במוזיאון ! הערכה כוללת – מגש לחפירה נקייה,איזמל,פטיש,מברשת, שני דגמים של גולגולות : טירנוזאורוס וטריצרפוטס. כולל חוברת מאוירת מפורטת. זהירות ! סכנת בליעה ! מכיל חלקים קטנים. לא מיועד לילדים מתחת לגיל 3. לשימוש תחת השגחת מבוגר – קצוות חדים. מתאים לילדים מעל גיל 8 . מידות האריזה בס""מ: 15.7*11.4*21",https://www.babystav.co.il/ערכת-ארכיאולוגיה-בצורת-גולגולת-טי-רקס-דגם-dino-skull-tyrannosaurus,בוקי | Buki,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Marmellada/Buki/Dino%20Skull/2/1.jpg,in_stock,100.00 ILS,,true
124237,מגבר קול ממרחק דגם Sound Amplifier,"יש לך ילד או ילדה סקרנים ביותר שרק רוצים לחקור ולגלות את עולם הטבע והחיות? זו ערכה מדעית שתרתק אותם במיוחד! בעת טיול בטבע או ביער ניתן שלמוע קולות חלשים\רחוקים שאנו לא שומעים כרגיל, אפילו ממרחק 30 מטר! מגיע עם סט אוזניות ייעודיות. דרושה 1 סוללה 9V (לא כלול). כולל חוברת הוראות, לימוד והסברים מתורגמת לעברית עם איורים. להורדת הקובץ המתורגם יש ללחוץ על הכפתור ""הוראות בעברית"" הנמצא למטה. תנו לילדים לצאת לטבע, לחקור את העולם, לפתח את החשיבה העצמאית ואת הסקרנות שלהם לעולם הטבע! פשוט כוון את לווין המגבר לעבר קול חלק\מרוחק ותגלה עולם חדש ונפלא. מידות האריזה בס""מ: 31*15*25",https://www.babystav.co.il/מגבר-קול-ממרחק-דגם-sound-amplifier,בוקי | Buki,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Marmellada/Buki/Sound%20Amplifier/Cat_486340_7338.jpg,in_stock,161.00 ILS,,true
124238,מצלמה תרמית להדפסה מיידית דגם Camera Print It,"הגיע זמן לתעד את החוויות של הילדים כמו שצריך ! איזו מצלמה מדהימה, המיועדת במיוחד לקטנטנים – מצלמה עם מדפסת מובנית להדפסת התמונות (מדפסת ללא דיו ! זוהי מדפסת תרמית) – המצלמה הזו אידיאלית לתמונות, לסלפי ואפילו לצילומי וידאו. ביחד עם הזיכרון הנייד הכלול בה (4GB) – היא מתנה מושלמת לכל ילד וילדה ! הדפסה בשחור לבן באמצעות מדפסת תרמית – ללא דיו ! הערכה כוללת מצלמה , 3 גלילי נייר תרמי המספיקים להדפסת 100 תמונות, 20 מדבקות בגליל דביק (ניתן לרכוש עוד בנפרד) גודל תמונה מודפסת – 7 על 5.5 ס""מ למצלמה עדשה כפולה – אפשר לצלם תמונות וסלפי, להוסיף פילטרים ואפילו להפעיל פלאש ! מסך בגודל 5 ס""מ זום דיגיטלי פי 2 זיכרון MICRO SD בגודל 4GB - כלול פלאש כלול המצלמה נטענת – סוללת ליתיום 3.7V כלולה (קבועה, לא להחלפה) כבל טעינה USB-C כלול – טענו את הסוללה אך ורק עם הכבל המסופק. מדריך למשתמש מאוייר ומפורט כלול. כולל רצועת צוואר. מכיל חלקים קטנים ! סכנת חנק ! לא מיועד לילדים מתחת לגיל 3. מתאים לילדים וילדות מגיל 6 והילך. איזו מתנה מושלמת לכל ילד וילדה – הדפסת תמונות ללא דיו , כל כך הרבה אפשרויות במצלמה אחת – תמונות , סלפי ואפילו וידאו. מידות האריזה בס''מ : 14.4*7*16.2",https://www.babystav.co.il/מצלמה-תרמית-להדפסה-מיידית-דגם-camera-print-it,בוקי | Buki,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Marmellada/Buki/Camera%20Print%20It/Cat_486340_7832.jpg,in_stock,499.00 ILS,329.00 ILS,true
124239,ערכת ווקי טוקי לילדים דגם Walkie Talkie,"יש לך ילד או ילדה סקרנים ביותר שרק רוצים לחקור ולגלות את פלאי הטכנולוגיה ? זו ערכת תקשורת שתרתק אותם במיוחד! בעת טיול בטבע או ביער ניתן שלמוע קולות חלשים\רחוקים שאנו לא שומעים כרגיל, אפילו ממרחק 3 קילומטר ! 8 ערוצי תקשורת, פנס חרום ושלל פונקציות מגוונות. כולל חוברת הוראות, לימוד והסברים מתורגמת לעברית עם איורים. להורדת הקובץ המתורגם יש ללחוץ על הכפתור ""הוראות בעברית"" הנמצא למטה. דרושות 8 סוללות AAA , 4 לכל מכשיר (לא כלול). אפשרו לילדים לחקור וללמוד את עולם התקשורת המרתק! ערכה מדליקה ופתח לעולם טכנולוגי חדש ונפלא",https://www.babystav.co.il/ערכת-ווקי-טוקי-לילדים-דגם-walkie-talkie,בוקי | Buki,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Marmellada/Buki/Walkie%20Talkie/Cat_486340_6714.jpg,out_of_stock,189.00 ILS,,true
